Name,Quantity,Unit,Cocktail
Aztec Chocolate Bitters,2,ds,Seabee Science Project
Absinthe,2,spl,Seabee Science Project
Gin,1 1/2,oz,SeabeeINtheSAND
Grapefruit Liqueur,3/4,oz,SeabeeINtheSAND
Cherry Liqueur,1/2,oz,SeabeeINtheSAND
Saffron Tincture,1/2,oz,SeabeeINtheSAND
Lemon Bitters,3,ds,SeabeeINtheSAND
Absinthe,2,oz,Seafoam Fizz
Lemon Juice,1/2,oz,Seafoam Fizz
Lime Juice,1/2,oz,Seafoam Fizz
Simple Syrup,3/4,oz,Seafoam Fizz
Egg White,1,oz,Seafoam Fizz
Club Soda,4,oz,Seafoam Fizz
Old Tom Gin,2,oz,The Seagull
Suze,1/2,oz,The Seagull
Maraschino Liqueur,1/4,oz,The Seagull
Creme De Violette,1/4,oz,The Seagull
Orange Bitters,2,ds,The Seagull
Absinthe,3/4,oz,Seapea Fizz
Simple Syrup,3/4,oz,Seapea Fizz
Lemon Juice,3/4,oz,Seapea Fizz
Egg White,1,un,Seapea Fizz
Soda Water,1,oz,Seapea Fizz
Cynar,2,oz,The Search for Delicious
Sweet Vermouth,3/4,oz,The Search for Delicious
Dr Lemon Juice,,18,The Search for Delicious
Orange Bitters,6,ds,The Search for Delicious
Salt,2,pn,The Search for Delicious
Lemon Peel,5,twst,The Search for Delicious
Jamaican Rum,1/2,oz,Season Pass
Tequila,1/2,oz,Season Pass
Lemon Juice,1,oz,Season Pass
Averna,1 1/2,oz,Season Pass
Coconut Liqueur,1,oz,Season Pass
Fino Sherry,2,oz,Season Ticket
Cognac,1/2,oz,Season Ticket
Lemon Juice,1/2,oz,Season Ticket
Apple Liqueur,3/4,oz,Season Ticket
Orange Flower Syrup,1/4,oz,Season Ticket
Mint,1,spg,Season Ticket
Nutmeg,1,pn,Season Ticket
Gin,1,oz,Seat 1A
Amaro,1,oz,Seat 1A
Creme De Violette,1,oz,Seat 1A
Lime Juice,1,oz,Seat 1A
Sugar,1,bsp,Seat 1A
Brandy,1 1/2,oz,Seat 1A to Sacto
Cherry Liqueur,3/4,oz,Seat 1A to Sacto
Creme De Cacao,3/4,oz,Seat 1A to Sacto
Peppermint Schnapps,1/2,oz,Seat 1A to Sacto
Orange Juice,3/4,oz,Seat 1A to Sacto
Highland Scotch,1 1/2,oz,Second Class Cruise
Creme De Mure,1,oz,Second Class Cruise
Campari,1/2,oz,Second Class Cruise
Pomegranate Juice,1,oz,Second Class Cruise
Half-And-Half,1/2,oz,Second Class Cruise
Amaro Montenegro,1,oz,Second Serve
Fino Sherry,1,oz,Second Serve
Lime Juice,1,oz,Second Serve
Simple Syrup,3/4,oz,Second Serve
Soda Water,3,oz,Second Serve
Orange,1,wdg,Second Serve
Applejack,1,oz,Second Spring
Manzanilla Sherry,1,oz,Second Spring
Cinnamon Schnapps Liqueur,1 1/2,T,Second Spring
Kummel,1 1/2,T,Second Spring
Ginger Liqueur,1 1/2,T,Second Spring
Allspice Dram,1 1/2,T,Second Spring
Saffron Bitters,2,ds,Second Spring
Cinnamon Stick,1,un,Second Spring
Gin,1 1/2,oz,Second Squadron
Elderflower Liqueur,3/4,oz,Second Squadron
Lemon Juice,1/2,oz,Second Squadron
Grapefruit Juice,1/4,oz,Second Squadron
Creme Yvette,1/4,oz,Second Squadron
Grapefruit Peel,1,un,Second Squadron
Jamaican Rum,1 1/4,oz,Second Wind
Guatemalan Rum,1/2,oz,Second Wind
Virgin Islands Rum,1/4,oz,Second Wind
Pedro Ximenez Sherry,1/4,oz,Second Wind
Allspice Dram,1/4,oz,Second Wind
Benedictine,1/4,oz,Second Wind
Bitters,3,ds,Second Wind
Bitters,3,ds,Second Wind
Rum,2,oz,The Secret Is in the Telling
Lime Juice,3/4,oz,The Secret Is in the Telling
Simple Syrup,1,oz,The Secret Is in the Telling
Falernum,1/2,oz,The Secret Is in the Telling
Lime Juice,1,oz,The Secret Is in the Telling
Tequila,2,oz,Secret Religion
Aromatized Wine,1,oz,Secret Religion
Crema De Mezcal,1/4,oz,Secret Religion
Benedictine,1/4,oz,Secret Religion
Dr Bitters,,15,Secret Religion
Chocolate Bitters,7,dr,Secret Religion
Rye,1 1/2,oz,Secret Saba
Cognac,3/4,oz,Secret Saba
Moscatel Sherry,3/4,oz,Secret Saba
Fernet Branca,1/2,oz,Secret Saba
Reposado Tequila,1 1/2,oz,Secret Tequila
Lime Juice,3/4,oz,Secret Tequila
Maraschino Liqueur,1/2,oz,Secret Tequila
Egg White,1,un,Secret Tequila
Bourbon,3/4,oz,Seelbach
Triple Sec,1/2,oz,Seelbach
Peychaud's Bitters,7,ds,Seelbach
Bitters,7,ds,Seelbach
Champagne,4,oz,Seelbach
Orange Peel,1,twst,Seelbach
Nicaraguan Rum,2,oz,The Seersucker
Lemon Juice,1,oz,The Seersucker
Cinnamon Syrup,1/2,oz,The Seersucker
Strawberry,2,un,The Seersucker
Cognac,1 1/4,oz,Sel de la Mer
Manzanilla Sherry,1 1/2,oz,Sel de la Mer
Herbal Liqueur,1/4,oz,Sel de la Mer
Maraschino Liqueur,1/4,oz,Sel de la Mer
Bitters,1,ds,Sel de la Mer
Gin,1,oz,Self-Starter Cocktail
Aromatized Wine,3/4,oz,Self-Starter Cocktail
Apricot Liqueur,1/4,oz,Self-Starter Cocktail
Absinthe,2,ds,Self-Starter Cocktail
Gin,1,oz,Selinon Soother (OG Version)
Bianco Vermouth,3/4,oz,Selinon Soother (OG Version)
Lemon Juice,3/4,oz,Selinon Soother (OG Version)
Celery Syrup,1/2,oz,Selinon Soother (OG Version)
Simple Syrup,1/4,oz,Selinon Soother (OG Version)
Jamaican #1 Bitters,1,dr,Selinon Soother (OG Version)
Seltzer Water,2,oz,Selinon Soother (OG Version)
Lemon Peel,1,sli,Selinon Soother (OG Version)
Scotch,1 1/2,oz,The Selkie's Tears
Aromatized Wine,3/4,oz,The Selkie's Tears
Ginger Liqueur,1/2,oz,The Selkie's Tears
Bitters,2,ds,The Selkie's Tears
Gin,2,oz,Sencha Flip
Green Tea,1 1/2,oz,Sencha Flip
Lemon Juice,3/4,oz,Sencha Flip
Egg White,1,un,Sencha Flip
Plum Eau-De-Vie,1,oz,Sendero Trail
Pisco,1,oz,Sendero Trail
Triple Sec,1/2,oz,Sendero Trail
Lime Juice,3/4,oz,Sendero Trail
Passion Fruit Syrup,3/4,oz,Sendero Trail
Egg White,1,un,Sendero Trail
Bitters,3,dr,Sendero Trail
Mezcal,1 1/2,oz,Senor Elmo's Fire
Allspice Dram,1/2,oz,Senor Elmo's Fire
Maraschino Liqueur,1/2,oz,Senor Elmo's Fire
Lemon Juice,1/2,oz,Senor Elmo's Fire
Light Rum,1,oz,Señor Staypuff
Root Liqueur,3/4,oz,Señor Staypuff
Demerara Rum,1/2,oz,Señor Staypuff
Allspice Dram,1,t,Señor Staypuff
Coffee Syrup,1,T,Señor Staypuff
Half-And-Half,1,oz,Señor Staypuff
Bitters,4,ds,Señor Staypuff
Bitters,2,ds,Señor Staypuff
Club Soda,1,spl,Señor Staypuff
Marshmallow,3,un,Señor Staypuff
Mint,6,lf,Sensation
Maraschino Liqueur,1/2,oz,Sensation
Gin,1 1/2,oz,Sensation
Lime Juice,2/3,oz,Sensation
Gin,2,oz,Sensation (update)
Lemon Juice,3/4,oz,Sensation (update)
Mint Syrup,1/2,oz,Sensation (update)
Maraschino Liqueur,1,t,Sensation (update)
Mint,1,lf,Sensation (update)
Jamaican Rum,2,oz,Sensei
Lemon Juice,3/4,oz,Sensei
Simple Syrup,1/2,oz,Sensei
Bitters,2,ds,Sensei
Lemon Peel,1,twst,Sensei
Rye,2,oz,Sentimental Fool
Salers Gentiane,2,oz,Sentimental Fool
Peach Liqueur,1/4,oz,Sentimental Fool
Lemon,1,sli,Sentimental Fool
Blended Scotch,2,oz,Sentimental Gentleman
Benedictine,1/2,oz,Sentimental Gentleman
Walnut Liqueur,1/2,oz,Sentimental Gentleman
Gin,2,oz,Separatist Gimlet
Falernum,1/2,oz,Separatist Gimlet
Grapefruit Bitters,1,ds,Separatist Gimlet
Absinthe,1,rinse,Separatist Gimlet
Rye,1 1/2,oz,Sepia Tone
Cream Sherry,3/4,oz,Sepia Tone
Lemon Juice,3/4,oz,Sepia Tone
Falernum,3/4,oz,Sepia Tone
Allspice Dram,1,t,Sepia Tone
Apple Brandy,1,oz,September 26th
Cardamaro,1/2,oz,September 26th
Coffee Liqueur,1/2,oz,September 26th
Herbal Liqueur,1/4,oz,September 26th
Vanilla Extract,1,ds,September 26th
Bitters,4,ds,September 26th
Bitters,2,ds,September 26th
Bourbon,2,oz,September Sour
Lemon Juice,3/4,oz,September Sour
Lime Juice,3/4,oz,September Sour
Simple Syrup,1 1/4,oz,September Sour
Maraschino Liqueur,1/4,oz,September Sour
Hellfire Habanero Shrub,2,ds,September Sour
Anejo Rum,2,oz,Séquito
Orange Juice,1,oz,Séquito
Lime Juice,1/2,oz,Séquito
Grenadine,1/2,oz,Séquito
Creme De Banane,1/4,oz,Séquito
Lime,1,sli,Séquito
Pisco,1 1/2,oz,La Serena Sour
Lime Juice,1/2,oz,La Serena Sour
Orgeat,1/2,oz,La Serena Sour
Egg White,1,un,La Serena Sour
Dry White Wine,1/2,oz,La Serena Sour
Gin,2,oz,Series B
Ginger Liqueur,1,oz,Series B
Lime Juice,1/2,oz,Series B
Simple Syrup,3/4,oz,Series B
Anejo Rum,2,oz,Serrallés
Cinnamon Syrup,1,t,Serrallés
Chocolate Bitters,2,ds,Serrallés
Orange Peel,1,twst,Serrallés
Swedish Punsch,1 1/2,oz,Session Daiq
Aromatized Wine,1 1/2,oz,Session Daiq
Lime Juice,3/4,oz,Session Daiq
Cane Syrup,1,ds,Session Daiq
Scotch,2,oz,Set The New Year On Fire
Lime Juice,3/4,oz,Set The New Year On Fire
Cane Syrup,1/2,oz,Set The New Year On Fire
Mint,8,lf,Set The New Year On Fire
Campari,1/2,oz,Set The New Year On Fire
Junmai Sake,2,oz,The Setting Sun
Mezcal,1,oz,The Setting Sun
Lemon Juice,3/4,oz,The Setting Sun
Elderflower Liqueur,1/4,oz,The Setting Sun
Grenadine,1,bsp,The Setting Sun
Tequila,1 1/2,oz,El Seudónimo
Triple Sec,1/3,oz,El Seudónimo
Orange Bitters,3,ds,El Seudónimo
Ginger Beer,3,oz,El Seudónimo
Rye,1 1/2,oz,Seven Hills
Elderflower Liqueur,1/2,oz,Seven Hills
Fernet Branca,1,bsp,Seven Hills
Jamaican Rum,2/3,oz,Seven Oaks
Orange Liqueur,2/3,oz,Seven Oaks
Lime Juice,2,t,Seven Oaks
Allspice Dram,2,t,Seven Oaks
Bitters,1,ds,Seven Oaks
Bitters,1,ds,Seven Oaks
Thyme,1,spg,Seven Oaks
Lime Peel,1,twst,Seven Oaks
Rye,1,oz,Seven Sins
Applejack,1,oz,Seven Sins
Lemon Juice,3/4,oz,Seven Sins
Grenadine,3/4,oz,Seven Sins
Bitters,2,ds,Seven Sins
Cinnamon,1,pn,Seven Sins
Tequila,2,oz,Seven Strangers
Coconut Milk,1 1/2,oz,Seven Strangers
Pineapple Juice,1/2,oz,Seven Strangers
Cinnamon Syrup,1/2,oz,Seven Strangers
Lemon Juice,1/2,oz,Seven Strangers
Ghost Pepper Syrup,1/8,oz,Seven Strangers
Gin,1 3/4,oz,Seventh Heaven
Maraschino Liqueur,1/2,oz,Seventh Heaven
Grapefruit Juice,1/4,oz,Seventh Heaven
Apple Brandy,1,oz,Sex In the Rumble Seat
Old Tom Gin,1,oz,Sex In the Rumble Seat
Lemon Juice,3/4,oz,Sex In the Rumble Seat
Dry Vermouth,3/4,oz,Sex In the Rumble Seat
Grenadine,1/2,oz,Sex In the Rumble Seat
Peach Liqueur,1/2,oz,Sex In the Rumble Seat
Orange Bitters,2,ds,Sex In the Rumble Seat
Bourbon,1 1/2,oz,Sex Panther
Cynar,1/4,oz,Sex Panther
Virgin Islands Rum,1/4,oz,Sex Panther
Demerara Syrup,1/4,oz,Sex Panther
Bitters,2,ds,Sex Panther
Orange Peel,1,twst,Sex Panther
Pisco,1 1/2,oz,The Sexpert
Gin,1/2,oz,The Sexpert
Passion Fruit Syrup,1/2,oz,The Sexpert
Falernum,1/2,oz,The Sexpert
Lemon Juice,1/2,oz,The Sexpert
Bitters,6,dr,The Sexpert
Mandarin Orange Liqueur,1 1/2,oz,The Seymour
Fernet Branca,3/4,oz,The Seymour
Lemon Juice,1,oz,The Seymour
Ginger Syrup,1/2,oz,The Seymour
Rye,1,oz,Sforzando
Mezcal,3/4,oz,Sforzando
Dry Vermouth,1/2,oz,Sforzando
Benedictine,1/2,oz,Sforzando
Bitters,1,ds,Sforzando
Orange Peel,1,twst,Sforzando
Reposado Tequila,2,oz,Sfumato & Repo
Amaro,1/2,oz,Sfumato & Repo
Sweet Vermouth,1/2,oz,Sfumato & Repo
Bitters,1,ds,Sfumato & Repo
Lime Peel,1,twst,Sfumato & Repo
Rye,2,oz,Sfumato & Rye
Amaro,3/4,oz,Sfumato & Rye
Lemon Juice,1/4,oz,Sfumato & Rye
Simple Syrup,1/4,oz,Sfumato & Rye
Orange Bitters,2,ds,Sfumato & Rye
Grapefruit Peel,1,twst,Sfumato & Rye
Lemon Sorbet,1/3,c,Sgroppino
Vodka,1,oz,Sgroppino
Prosecco,3,oz,Sgroppino
Dark Rum,2,oz,Shabash
Apricot Liqueur,1,oz,Shabash
Lime Juice,3/4,oz,Shabash
Lemon Bitters,3,ds,Shabash
Genever,3/4,oz,Shaddock
Elderflower Liqueur,3/4,oz,Shaddock
Aperol,3/4,oz,Shaddock
Lemon Juice,3/4,oz,Shaddock
Gin,2,oz,Shade in Summer
Lemon Juice,1,oz,Shade in Summer
Elderflower Liqueur,1/2,oz,Shade in Summer
Cassis,2,bsp,Shade in Summer
Bitters,2,ds,Shade in Summer
15  Coriander Seeds,,un,Shade Saver
Bourbon,1 1/2,oz,Shade Saver
Applejack,3/4,oz,Shade Saver
Simple Syrup,3/4,oz,Shade Saver
Bitters,2,ds,Shade Saver
Lime Peel,1,twst,Shade Saver
Bourbon,2,oz,Shadow Dreaming
Sweet Vermouth,1/2,oz,Shadow Dreaming
Zucca,1/4,oz,Shadow Dreaming
Rum,1/4,oz,Shadow Dreaming
Bitters,1,ds,Shadow Dreaming
Bitters,5,dr,Shadow Dreaming
Bourbon,2,oz,Shadows & Tall Trees
Sweet Vermouth,1,oz,Shadows & Tall Trees
Cynar,1/2,oz,Shadows & Tall Trees
Nocino,1/4,oz,Shadows & Tall Trees
Cinnamon Syrup,1/4,oz,Shadows & Tall Trees
Bitters,1,ds,Shadows & Tall Trees
Gin,1 1/2,oz,Shady Lane
Aromatized Wine,3/4,oz,Shady Lane
Blackberry Syrup,1/2,oz,Shady Lane
Lime Juice,1/2,oz,Shady Lane
Shiso,3,lf,Shady Lane
Blackberry,3,un,Shady Lane
Lime Bitters,2,ds,Shady Lane
Soda Water,1,oz,Shady Lane
Blanco Tequila,1,oz,Shadyside Fizz
Bitters,1,oz,Shadyside Fizz
Lime Juice,3/4,oz,Shadyside Fizz
Simple Syrup,3/4,oz,Shadyside Fizz
Egg White,1,un,Shadyside Fizz
Lemon-Lime Soda,2,oz,Shadyside Fizz
Bourbon,1 1/2,oz,Shaft Jackson
Amaro Nonino,3/4,oz,Shaft Jackson
Averna,1/2,oz,Shaft Jackson
Amaretto,1/4,oz,Shaft Jackson
Peach Bitters,2,ds,Shaft Jackson
Orange Peel,1,twst,Shaft Jackson
Amaro Montenegro,1 1/2,oz,The Shah Sleeps
Calvados,1,oz,The Shah Sleeps
Sweet Vermouth,1/2,oz,The Shah Sleeps
Herbal Liqueur,1,t,The Shah Sleeps
Allspice Dram,1/4,t,The Shah Sleeps
Orange Peel,1,twst,The Shah Sleeps
Rum,2,oz,Shaka
Okolehao Liqueur,3/4,oz,Shaka
Lime Juice,3/4,oz,Shaka
Passion Fruit Juice,1/2,oz,Shaka
Orgeat,1/2,oz,Shaka
Gin,1 1/2,oz,Shakespeare's Sister
Dry Apricot Brandy,1/2,oz,Shakespeare's Sister
Dry Vermouth,1,oz,Shakespeare's Sister
Orange Bitters,2,ds,Shakespeare's Sister
Cucumber,2,sli,Shakespeare's Sister
Lemon Peel,1,twst,Shakespeare's Sister
Apple Brandy,2,oz,Shana Tova
Honey Syrup,1/4,oz,Shana Tova
Bitters,1,ds,Shana Tova
Bitters,1,ds,Shana Tova
Lemon Peel,1,twst,Shana Tova
Gin,1,oz,Shanty Town
Apple Cider,6,oz,Shanty Town
Nicaraguan Rum,1 1/2,oz,Shark
Lemon Juice,3/4,oz,Shark
Jamaican Rum,1/2,oz,Shark
Pineapple Juice,1/2,oz,Shark
Hazelnut Liqueur,1/4,oz,Shark
Blue Curacao,1/4,oz,Shark
Cane Syrup,1/4,oz,Shark
Heavy Cream,1/4,oz,Shark
Bitters,1/4,T,Shark
Bourbon,1 1/2,oz,The Shark Eye
Rye,1/2,oz,The Shark Eye
Lemon Juice,3/4,oz,The Shark Eye
Passion Fruit Syrup,3/4,oz,The Shark Eye
Maraschino Liqueur,1/4,oz,The Shark Eye
Curacao,1/8,oz,The Shark Eye
Bitters,2,ds,The Shark Eye
Peychaud's Bitters,3,ds,The Shark Eye
Irish Whiskey,1,oz,The Shark Lady
Coconut Rum,1,oz,The Shark Lady
Rum,1/2,oz,The Shark Lady
Vanilla Liqueur,1/2,oz,The Shark Lady
Lime Juice,3/4,oz,The Shark Lady
Guava Juice,1 1/4,oz,The Shark Lady
Hibiscus Syrup,1/2,oz,The Shark Lady
Peychaud's Bitters,3,ds,The Shark Lady
Pimento Bitters,2,ds,The Shark Lady
Rum,1,oz,Shark's Tooth
Cherry Liqueur,1,t,Shark's Tooth
Maraschino Liqueur,1,t,Shark's Tooth
Lime Juice,1/2,oz,Shark's Tooth
Pineapple Juice,1/2,oz,Shark's Tooth
Cane Syrup,1/2,oz,Shark's Tooth
Rum,1,oz,Shark's Tooth
Manzanilla Sherry,1 1/2,oz,Sharon
Sweet Vermouth,1,oz,Sharon
Campari,3/4,oz,Sharon
Orange Peel,1,twst,Sharon
Amaro Meletti,3/4,oz,Sharpie Mustache
Bonal Gentiane Quina,3/4,oz,Sharpie Mustache
Gin,3/4,oz,Sharpie Mustache
Rye,3/4,oz,Sharpie Mustache
Bitters,2,ds,Sharpie Mustache
Orange Peel,1,twst,Sharpie Mustache
Reposado Tequila,1,oz,Shattered Dreams
Mezcal,1/2,oz,Shattered Dreams
Dry Vermouth,1/2,oz,Shattered Dreams
Sweet Vermouth,3/4,oz,Shattered Dreams
Aquavit,1/2,oz,Shattered Dreams
Pear Liqueur,1,t,Shattered Dreams
Benedictine,2,t,Shattered Dreams
Bitters,2,ds,Shattered Dreams
Reposado Tequila,1,oz,Shattered Glasser
Batavia Arrack,1/2,oz,Shattered Glasser
Mezcal,1/2,oz,Shattered Glasser
Sweet Vermouth,3/4,oz,Shattered Glasser
Allspice Dram,1/4,oz,Shattered Glasser
Benedictine,1/4,oz,Shattered Glasser
Bitters,1,ds,Shattered Glasser
Cherry,1,un,Shattered Glasser
Gin,2,oz,Shaw Blvd Fizz
Honey Syrup,1/2,oz,Shaw Blvd Fizz
Lemon Juice,1/2,oz,Shaw Blvd Fizz
Grapefruit Juice,1/4,oz,Shaw Blvd Fizz
Egg White,3/4,oz,Shaw Blvd Fizz
Ginger Beer,1,oz,Shaw Blvd Fizz
Grapefruit Peel,1,twst,Shaw Blvd Fizz
Cynar,2,oz,She'll never settle
Grapefruit Juice,1,oz,She'll never settle
Sweet Vermouth,1,oz,She'll never settle
Simple Syrup,1/2,oz,She'll never settle
Orange Bitters,2,ds,She'll never settle
Orange Peel,1,twst,She'll never settle
Gin,1 1/4,oz,Shea LaReece
Ginger Liqueur,1/2,oz,Shea LaReece
Aromatized Wine,1/2,oz,Shea LaReece
Cynar,1/2,oz,Shea LaReece
Bitters,5,dr,Shea LaReece
Rose Water,1,rinse,Shea LaReece
Mezcal,1,oz,Shellan
Ancho Reyes Chile Liqueur,1,oz,Shellan
Agave Syrup,1/2,oz,Shellan
Lime Juice,1/2,oz,Shellan
Jamaican Rum,1 1/2,oz,Shelter from the Storm
Jamaican Rum,1/2,oz,Shelter from the Storm
Pomegranate Juice,1 1/2,oz,Shelter from the Storm
Lemon Juice,3/4,oz,Shelter from the Storm
Passion Fruit Syrup,3/4,oz,Shelter from the Storm
Campari,1/4,oz,Shelter from the Storm
Cognac,1 1/2,oz,Sheltering Sky
Swedish Punsch,1/2,oz,Sheltering Sky
Benedictine,1/2,oz,Sheltering Sky
Amontillado Sherry,1/2,oz,Sheltering Sky
Bitters,1,ds,Sheltering Sky
Orange Peel,1,twst,Sheltering Sky
Blended Scotch,1 1/2,oz,Shepherd's Secret
Amaro Abano,3/4,oz,Shepherd's Secret
Sweet Vermouth,3/4,oz,Shepherd's Secret
Herbal Liqueur,1,bsp,Shepherd's Secret
Orange Peel,1,twst,Shepherd's Secret
Rye,2,oz,The Sherbet Fountain
Absinthe,1/4,oz,The Sherbet Fountain
Ginger Syrup,1/2,oz,The Sherbet Fountain
Lemon Juice,1/2,oz,The Sherbet Fountain
Cranberry Bitters,1,ds,The Sherbet Fountain
Sugar,1,part,The Sherbet Fountain
Rye,1 1/2,oz,Sherman's Necktie
Cynar,3/4,oz,Sherman's Necktie
Lemon Juice,3/4,oz,Sherman's Necktie
Mint Syrup,3/4,oz,Sherman's Necktie
Lemon Peel,1,twst,Sherman's Necktie
Mint,1,spg,Sherman's Necktie
Orange Bitters,2,ds,The Sherpa
Curacao,1/4,oz,The Sherpa
Allspice Dram,1/4,oz,The Sherpa
Bourbon,2,oz,The Sherpa
Lemon Peel,1,twst,The Sherpa
Speyside Scotch,1,oz,The Sherried Cherry
Cherry Liqueur,1/2,oz,The Sherried Cherry
Averna,1/2,oz,The Sherried Cherry
Amaro,1/4,oz,The Sherried Cherry
Reposado Tequila,1 1/2,oz,Sherrita Bonita
Fino Sherry,1 1/2,oz,Sherrita Bonita
Lime Juice,3/4,oz,Sherrita Bonita
Agave Syrup,1/3,oz,Sherrita Bonita
Orange Bitters,1,ds,Sherrita Bonita
Oloroso Sherry,2,oz,Sherry Alexander
Cream,3/4,oz,Sherry Alexander
Creme De Cacao,3/4,oz,Sherry Alexander
Sherry,4,oz,Sherry Cobbler
Sugar,1,T,Sherry Cobbler
Orange,2,sli,Sherry Cobbler
Oloroso Sherry,2,oz,Sherry Flip
Simple Syrup,1/2,oz,Sherry Flip
Whole Egg,1,un,Sherry Flip
Nutmeg,1,pn,Sherry Flip
Palo Cortado Sherry,1 1/2,oz,Sherry Jungle Bird
Campari,3/4,oz,Sherry Jungle Bird
Lime Juice,3/4,oz,Sherry Jungle Bird
Simple Syrup,1/2,oz,Sherry Jungle Bird
Pineapple Juice,2 1/2,oz,Sherry Jungle Bird
Oloroso Sherry,1,bsp,Sherry Jungle Bird
Mint,1,spg,Sherry Jungle Bird
Amontillado Sherry,1,oz,Sherry Painkiller
Sherry,1/2,oz,Sherry Painkiller
Demerara Rum,1/2,oz,Sherry Painkiller
Orange Juice,1,oz,Sherry Painkiller
Pineapple Juice,1,oz,Sherry Painkiller
Coconut Cream,1,oz,Sherry Painkiller
Jamaican Rum,1/4,oz,Sherry Painkiller
Nutmeg,1,pn,Sherry Painkiller
Rye,1 1/2,oz,The Shift Drink
Ginger Liqueur,3/4,oz,The Shift Drink
Lemon Juice,3/4,oz,The Shift Drink
Fernet Branca,1/2,oz,The Shift Drink
Aquavit,1 1/2,oz,Shift Drink 6/25
Cardamaro,1,oz,Shift Drink 6/25
Sweet Vermouth,1,oz,Shift Drink 6/25
Islay Scotch,1,ds,Shift Drink 6/25
Gin,1 1/2,oz,Shifting Sands
Grapefruit Juice,1 1/2,oz,Shifting Sands
Lemon Juice,1/2,oz,Shifting Sands
Maraschino Liqueur,2,t,Shifting Sands
Club Soda,2,oz,Shifting Sands
Grapefruit,1,wdg,Shifting Sands
Batavia Arrack,1 1/2,oz,Shining Path
Apricot Liqueur,3/4,oz,Shining Path
Licor 43,1/4,oz,Shining Path
Lemon Juice,3/4,oz,Shining Path
Bitters,1,ds,Shining Path
Dark Rum,1/4,oz,Shining Path
Rum,1 1/2,oz,Shipwreck
Rum,3/4,oz,Shipwreck
Pineapple Juice,1,oz,Shipwreck
Grapefruit Juice,1/2,oz,Shipwreck
Lime Juice,1/2,oz,Shipwreck
Coconut Cream,1,oz,Shipwreck
Bitters,2,ds,Shipwreck
Gin,2,oz,Shipwrecked with Ginger Grant
Allspice Dram,1/4,oz,Shipwrecked with Ginger Grant
Passion Fruit Syrup,1/2,oz,Shipwrecked with Ginger Grant
Strawberry Syrup,1/2,oz,Shipwrecked with Ginger Grant
Lime Juice,3/4,oz,Shipwrecked with Ginger Grant
Lf Mint,,12,Shipwrecked with Ginger Grant
Hibiscus Ginger Beer,1 1/2,oz,Shipwrecked with Ginger Grant
Mint,1,un,Shipwrecked with Ginger Grant
Rye,2,oz,Shirley Temple Black
Maurin Quina,1/2,oz,Shirley Temple Black
Ginger Syrup,1/2,oz,Shirley Temple Black
Lemon Juice,1,ds,Shirley Temple Black
Ginger Beer,2,oz,Shirley Temple Black
Brandied Cherry,2,un,Shirley Temple Black
Campari,1 1/2,oz,Shiver
Eau De Vie Of Douglas Fir,1/2,oz,Shiver
Grapefruit Juice,1 1/2,oz,Shiver
Orange,1,sli,Shiver
Shochu,1 1/2,oz,Shochu sour
Yuzu Juice,2/3,oz,Shochu sour
Orgeat,1/4,oz,Shochu sour
Agave Syrup,1/4,oz,Shochu sour
Egg White,1,un,Shochu sour
Spiced Rum,1,oz,Shoe Shine
Cynar,1,oz,Shoe Shine
Bitters,2,ds,Shoe Shine
Blanco Tequila,2,oz,Short Rib
Lime Juice,3/4,oz,Short Rib
Simple Syrup,1,oz,Short Rib
Pomegranate Molasses,3/4,t,Short Rib
Cognac,1,oz,The Short Season
Jamaican Rum,1,oz,The Short Season
Nardini Tagliatella,3/4,oz,The Short Season
Tonic Water,3/4,oz,The Short Season
Sweet Vermouth,1/4,oz,The Short Season
Curacao,1,bsp,The Short Season
Cherry Syrup,1,bsp,The Short Season
Orange Peel,1,twst,The Short Season
Corn Whiskey,2,oz,Short Sharp Choc
Creme De Cacao,1/2,oz,Short Sharp Choc
Becherovka,1/4,oz,Short Sharp Choc
Scotch,2,oz,Shot in the Arm
Falernum,1,oz,Shot in the Arm
Lemon Juice,3/4,oz,Shot in the Arm
Islay Scotch,1,rinse,Shot in the Arm
Lemon Peel,1,un,Shot in the Arm
Gin,2,oz,Shots and Stripes Forever
Lemon Juice,3/4,oz,Shots and Stripes Forever
Blue Curacao,1/2,oz,Shots and Stripes Forever
Vanilla Syrup,1/4,oz,Shots and Stripes Forever
Orange Bitters,2,ds,Shots and Stripes Forever
Peychaud's Bitters,3,ds,Shots and Stripes Forever
Rye,1 1/2,oz,Shoulder Season
Apple Brandy,1/2,oz,Shoulder Season
Bitters,2,ds,Shoulder Season
Bitters,2,ds,Shoulder Season
Maple Syrup,1/4,oz,Shoulder Season
Apple,1,sli,Shoulder Season
Bourbon,2,oz,The Showgirl
Ramazzotti,1,oz,The Showgirl
Bitters,3,ds,The Showgirl
Lime Juice,1,oz,Shrunken Skull
Grenadine,1,oz,Shrunken Skull
Gold Rum,1,oz,Shrunken Skull
Demerara Rum,1,oz,Shrunken Skull
Pisco,1 1/2,oz,Shutdown Cider
Cider,2,oz,Shutdown Cider
Lemon Juice,1,oz,Shutdown Cider
Simple Syrup,1/2,oz,Shutdown Cider
Bitters,2,ds,Shutdown Cider
Orange Bitters,3,ds,Si-Güey
Curacao,1/4,oz,Si-Güey
Reposado Tequila,2,oz,Si-Güey
Islay Scotch,1/4,oz,Si-Güey
